Price,equity
Ticker,
Date,
2023-11-17,16658.12561694595
2023-11-20,16812.68430286901
2023-11-21,16741.554086370812
2023-11-22,16800.391460524363
2023-11-24,16682.715359571757
2023-11-27,16666.906991560983
2023-11-28,16720.478516765623
2023-11-29,16630.023053945024
2023-11-30,16680.958273061442
2023-12-01,16794.245039352034
2023-12-04,16635.29431347595
2023-12-05,16985.68631024555
2023-12-06,16889.087131543638
2023-12-07,17060.332052409874
2023-12-08,17186.78952797752
2023-12-11,16964.60938799486
2023-12-12,17098.970371245137
2023-12-13,17384.378572688864
2023-12-14,17397.549281965912
2023-12-15,17350.128235870114
2023-12-18,17202.59519069728
2023-12-19,17294.803682091675
2023-12-20,17109.50883237048
2023-12-21,17096.336770447928
2023-12-22,17001.494678256324
2023-12-26,16953.191707291608
2023-12-27,16961.97578719765
2023-12-28,16999.737591746012
2023-12-29,16907.52639506061
